"Method","BS_seed","K","KM_seed","ARI","NMI"
"ReThiN_NB",1,100,1,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,2,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,3,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,4,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,5,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,6,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,7,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,8,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,9,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,10,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,11,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,12,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,13,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,14,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,15,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,16,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,17,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,18,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,19,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,20,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,21,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,22,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,23,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,24,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,25,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,26,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,27,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,28,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,29,0.474015397005287,0.493624000606776
"ReThiN_NB",1,100,30,0.474015397005287,0.493624000606776
"ReThiN_NB",2,100,1,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,2,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,3,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,4,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,5,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,6,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,7,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,8,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,9,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,10,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,11,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,12,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,13,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,14,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,15,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,16,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,17,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,18,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,19,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,20,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,21,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,22,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,23,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,24,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,25,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,26,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,27,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,28,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,29,0.44743991560802,0.471496466195527
"ReThiN_NB",2,100,30,0.44743991560802,0.471496466195527
"ReThiN_NB",3,100,1,0.463175584364379,0.48571198720581
